name,product,quantity,unitary_value
Jack S.,Product 5,262,0.75
Winston C,Product 2,1714,0.55
Meliana T.,Product 6,2101,0.8
Jack S.,Product 5,2158,0.75
Vlad P.,Product 4,1930,0.7
Bart S.,Product 9,707,2
Meliana T.,Product 8,1441,1.15
John Doo,Product 8,511,1.15
D. Trump,Product 1,1187,0.5
Winston C,Product 6,1693,0.8
John Doo,Product 4,1791,0.7
Jack S.,Product 2,1139,0.55
Meliana T.,Product 10,1366,5
Winston C,Product 1,1748,0.5
Jack S.,Product 7,604,1
D. Trump,Product 2,2226,0.55
Bart S.,Product 9,329,2
Vlad P.,Product 3,2233,0.6
Meliana T.,Product 2,225,0.55
Jack S.,Product 5,1491,0.75
Meliana T.,Product 9,1738,2
Meliana T.,Product 7,1856,1
John Doo,Product 8,970,1.15
Bart S.,Product 1,1744,0.5
Jack S.,Product 2,1759,0.55
Homer J. S.,Product 4,476,0.7
Bart S.,Product 8,1982,1.15
Homer J. S.,Product 3,832,0.6
Bart S.,Product 9,427,2
Vlad P.,Product 5,2255,0.75
Jack S.,Product 4,1835,0.7
Homer J. S.,Product 8,212,1.15
Meliana T.,Product 1,2048,0.5
D. Trump,Product 2,1929,0.55
D. Trump,Product 1,762,0.5
Jack S.,Product 2,1119,0.55
Winston C,Product 4,1574,0.7
Homer J. S.,Product 1,1320,0.5
Vlad P.,Product 9,2298,2
Bart S.,Product 4,2050,0.7
D. Trump,Product 5,1553,0.75
D. Trump,Product 9,136,2
Vlad P.,Product 10,1312,5
Vlad P.,Product 10,1086,5
Bart S.,Product 7,1259,1
Vlad P.,Product 7,2402,1
D. Trump,Product 9,84,2
Winston C,Product 7,2140,1
D. Trump,Product 4,1702,0.7
D. Trump,Product 5,1497,0.75
D. Trump,Product 2,1785,0.55
Winston C,Product 4,2403,0.7
Jack S.,Product 5,1784,0.75
Homer J. S.,Product 1,2009,0.5
Bart S.,Product 1,76,0.5
Vlad P.,Product 3,1995,0.6
Jack S.,Product 2,2358,0.55
John Doo,Product 7,488,1
Bart S.,Product 2,1510,0.55
D. Trump,Product 3,2475,0.6
Jack S.,Product 10,1521,5
John Doo,Product 8,701,1.15
Homer J. S.,Product 4,1655,0.7
Meliana T.,Product 1,275,0.5
Winston C,Product 8,823,1.15
John Doo,Product 9,528,2
Bart S.,Product 9,567,2
Bart S.,Product 5,495,0.75
Bart S.,Product 8,1154,1.15
John Doo,Product 1,193,0.5
Bart S.,Product 2,963,0.55
Vlad P.,Product 10,459,5
Bart S.,Product 6,283,0.8
Jack S.,Product 1,1526,0.5
Jack S.,Product 8,793,1.15
Homer J. S.,Product 8,648,1.15
John Doo,Product 2,431,0.55
Winston C,Product 2,2166,0.55
Bart S.,Product 2,877,0.55
Jack S.,Product 8,2063,1.15
Meliana T.,Product 4,2425,0.7
Homer J. S.,Product 6,241,0.8
Meliana T.,Product 2,1150,0.55
Jack S.,Product 4,1411,0.7
Winston C,Product 8,154,1.15
Winston C,Product 4,1892,0.7
Vlad P.,Product 4,456,0.7
Homer J. S.,Product 1,1554,0.5
Jack S.,Product 8,552,1.15
Jack S.,Product 6,171,0.8
D. Trump,Product 1,739,0.5
Vlad P.,Product 8,1297,1.15
D. Trump,Product 2,1100,0.55
D. Trump,Product 3,388,0.6
Meliana T.,Product 4,398,0.7
Vlad P.,Product 5,1357,0.75
Jack S.,Product 8,1288,1.15
Winston C,Product 6,2247,0.8
Homer J. S.,Product 2,2243,0.55
Meliana T.,Product 2,1560,0.55
John Doo,Product 3,676,0.6
Homer J. S.,Product 8,494,1.15
Bart S.,Product 6,320,0.8
John Doo,Product 8,1640,1.15
D. Trump,Product 10,1562,5
Vlad P.,Product 2,1123,0.55
Meliana T.,Product 6,2032,0.8
Jack S.,Product 1,2298,0.5
Vlad P.,Product 9,284,2
D. Trump,Product 7,1852,1
Winston C,Product 9,1587,2
Winston C,Product 3,853,0.6
John Doo,Product 3,875,0.6
Winston C,Product 2,2056,0.55
Vlad P.,Product 3,302,0.6
Jack S.,Product 3,864,0.6
Bart S.,Product 3,970,0.6
Homer J. S.,Product 7,2449,1
Vlad P.,Product 6,1469,0.8
Meliana T.,Product 10,687,5
Meliana T.,Product 9,1783,2
Jack S.,Product 2,1540,0.55
Bart S.,Product 4,943,0.7
Meliana T.,Product 1,1258,0.5
Jack S.,Product 3,534,0.6
Meliana T.,Product 8,82,1.15
Meliana T.,Product 8,1031,1.15
Jack S.,Product 2,2095,0.55
Homer J. S.,Product 1,1458,0.5
John Doo,Product 9,966,2
Bart S.,Product 10,502,5
Bart S.,Product 10,1598,5
Bart S.,Product 4,1967,0.7
Vlad P.,Product 2,1135,0.55
Meliana T.,Product 6,561,0.8
Homer J. S.,Product 8,1486,1.15
Winston C,Product 1,461,0.5
D. Trump,Product 2,499,0.55
Vlad P.,Product 1,1035,0.5
John Doo,Product 7,768,1
Bart S.,Product 3,640,0.6
Jack S.,Product 8,1914,1.15
Winston C,Product 6,2003,0.8
Meliana T.,Product 5,534,0.75
D. Trump,Product 1,1084,0.5
John Doo,Product 8,1092,1.15
Winston C,Product 9,278,2
Meliana T.,Product 2,2481,0.55
Bart S.,Product 4,2394,0.7
Winston C,Product 8,276,1.15
Jack S.,Product 8,1113,1.15
Jack S.,Product 4,94,0.7
John Doo,Product 10,1070,5
Homer J. S.,Product 7,131,1
Bart S.,Product 6,423,0.8
D. Trump,Product 6,1259,0.8
John Doo,Product 4,385,0.7
Meliana T.,Product 5,2352,0.75
Winston C,Product 5,1206,0.75
Winston C,Product 8,2031,1.15
Bart S.,Product 2,1467,0.55
Vlad P.,Product 4,258,0.7
D. Trump,Product 1,2493,0.5
Bart S.,Product 5,2165,0.75
Jack S.,Product 4,210,0.7
Bart S.,Product 6,1422,0.8
Meliana T.,Product 6,728,0.8
Winston C,Product 9,117,2
John Doo,Product 5,1302,0.75
Jack S.,Product 10,468,5
Meliana T.,Product 4,493,0.7
John Doo,Product 9,1007,2
Meliana T.,Product 6,1771,0.8
Meliana T.,Product 5,838,0.75
Meliana T.,Product 4,2391,0.7
Homer J. S.,Product 3,1986,0.6
Meliana T.,Product 8,24,1.15
Winston C,Product 6,1540,0.8
Jack S.,Product 5,359,0.75
Vlad P.,Product 5,1909,0.75
Winston C,Product 1,2017,0.5
Jack S.,Product 7,1789,1
Winston C,Product 4,2427,0.7
Winston C,Product 7,292,1
Vlad P.,Product 3,1267,0.6
D. Trump,Product 6,958,0.8
Homer J. S.,Product 9,1757,2
Bart S.,Product 7,543,1
Meliana T.,Product 1,1831,0.5
Homer J. S.,Product 9,2309,2
Winston C,Product 3,947,0.6
Vlad P.,Product 3,1193,0.6
Bart S.,Product 4,947,0.7
John Doo,Product 10,2322,5
D. Trump,Product 10,2288,5
Jack S.,Product 10,65,5
Vlad P.,Product 6,1186,0.8
Vlad P.,Product 2,1715,0.55
D. Trump,Product 1,837,0.5
Meliana T.,Product 1,2461,0.5
Bart S.,Product 8,405,1.15
Bart S.,Product 4,523,0.7
Jack S.,Product 9,1135,2
Meliana T.,Product 7,1946,1
Meliana T.,Product 8,1352,1.15
Homer J. S.,Product 1,248,0.5
Meliana T.,Product 3,199,0.6
Meliana T.,Product 3,406,0.6
Meliana T.,Product 8,979,1.15
Meliana T.,Product 4,2272,0.7
Jack S.,Product 2,953,0.55
D. Trump,Product 2,1263,0.55
Vlad P.,Product 2,2415,0.55
John Doo,Product 8,1445,1.15
Jack S.,Product 8,842,1.15
D. Trump,Product 4,1197,0.7
D. Trump,Product 3,1432,0.6
Vlad P.,Product 6,2300,0.8
Homer J. S.,Product 3,1962,0.6
Vlad P.,Product 6,1449,0.8
Homer J. S.,Product 10,1706,5
Jack S.,Product 2,1183,0.55
John Doo,Product 7,1094,1
Bart S.,Product 9,782,2
D. Trump,Product 2,790,0.55
John Doo,Product 8,1478,1.15
Vlad P.,Product 7,1483,1
Bart S.,Product 2,1821,0.55
Winston C,Product 9,1569,2
D. Trump,Product 9,1347,2
Bart S.,Product 7,1185,1
Jack S.,Product 4,681,0.7
D. Trump,Product 10,1572,5
Vlad P.,Product 9,1584,2
John Doo,Product 3,1580,0.6
Bart S.,Product 7,2078,1
Bart S.,Product 10,1595,5
John Doo,Product 5,271,0.75
Winston C,Product 9,493,2
Winston C,Product 1,445,0.5
Meliana T.,Product 10,545,5
Bart S.,Product 7,970,1
Bart S.,Product 2,2256,0.55
Homer J. S.,Product 7,149,1
John Doo,Product 1,1650,0.5
Winston C,Product 4,63,0.7
John Doo,Product 4,1628,0.7
Jack S.,Product 10,1490,5
John Doo,Product 4,2080,0.7
Bart S.,Product 10,1324,5
Vlad P.,Product 10,206,5
John Doo,Product 2,875,0.55
Homer J. S.,Product 2,1892,0.55
Jack S.,Product 1,1788,0.5
Homer J. S.,Product 4,2031,0.7
Bart S.,Product 2,333,0.55
Winston C,Product 9,965,2
Homer J. S.,Product 9,1656,2
Homer J. S.,Product 1,2121,0.5
Jack S.,Product 10,1597,5
Homer J. S.,Product 5,817,0.75
Meliana T.,Product 6,1978,0.8
Jack S.,Product 9,1160,2
Winston C,Product 7,203,1
Winston C,Product 8,690,1.15
Bart S.,Product 8,1692,1.15
Bart S.,Product 7,957,1
Meliana T.,Product 5,2134,0.75
Winston C,Product 3,752,0.6
Meliana T.,Product 6,2213,0.8
Bart S.,Product 8,2313,1.15
Meliana T.,Product 5,2361,0.75
John Doo,Product 7,531,1
D. Trump,Product 6,2147,0.8
Homer J. S.,Product 6,848,0.8
John Doo,Product 10,717,5
John Doo,Product 7,2014,1
Bart S.,Product 4,332,0.7
D. Trump,Product 10,576,5
John Doo,Product 6,660,0.8
D. Trump,Product 5,2370,0.75
Bart S.,Product 3,1968,0.6
Meliana T.,Product 9,2178,2
Winston C,Product 8,1336,1.15
Bart S.,Product 3,1245,0.6
Winston C,Product 5,872,0.75
John Doo,Product 1,1357,0.5
Jack S.,Product 8,2371,1.15
Bart S.,Product 10,186,5
Jack S.,Product 3,128,0.6
D. Trump,Product 7,1189,1
D. Trump,Product 9,1440,2
Bart S.,Product 1,728,0.5
Bart S.,Product 4,205,0.7
Winston C,Product 4,81,0.7
Bart S.,Product 1,1794,0.5
Bart S.,Product 5,1267,0.75
Meliana T.,Product 4,515,0.7
D. Trump,Product 3,1321,0.6
Vlad P.,Product 5,622,0.75
Meliana T.,Product 1,274,0.5
Homer J. S.,Product 3,84,0.6
Meliana T.,Product 2,938,0.55
Winston C,Product 1,2219,0.5
Bart S.,Product 7,1438,1
Homer J. S.,Product 4,582,0.7
Homer J. S.,Product 6,1900,0.8
Jack S.,Product 3,1024,0.6
Jack S.,Product 10,1877,5
Homer J. S.,Product 3,2470,0.6
Vlad P.,Product 9,2474,2
Vlad P.,Product 4,1126,0.7
John Doo,Product 5,753,0.75
Homer J. S.,Product 5,2290,0.75
Bart S.,Product 10,1712,5
Homer J. S.,Product 5,2442,0.75
Winston C,Product 8,52,1.15
Meliana T.,Product 9,1791,2
John Doo,Product 1,2004,0.5
Bart S.,Product 6,80,0.8
Vlad P.,Product 4,1359,0.7
Vlad P.,Product 3,149,0.6
D. Trump,Product 1,627,0.5
Meliana T.,Product 2,950,0.55
D. Trump,Product 5,1328,0.75
John Doo,Product 10,2192,5
Vlad P.,Product 4,77,0.7
D. Trump,Product 7,2015,1
John Doo,Product 9,1545,2
Homer J. S.,Product 4,332,0.7
D. Trump,Product 4,608,0.7
Vlad P.,Product 10,1931,5
Homer J. S.,Product 6,1361,0.8
Homer J. S.,Product 10,1406,5
Winston C,Product 6,1861,0.8
Bart S.,Product 10,2357,5
Homer J. S.,Product 2,2397,0.55
D. Trump,Product 10,1400,5
Meliana T.,Product 8,847,1.15
D. Trump,Product 5,357,0.75
Meliana T.,Product 8,1809,1.15
Bart S.,Product 2,848,0.55
Jack S.,Product 6,1500,0.8
Vlad P.,Product 9,869,2
D. Trump,Product 10,1020,5
Homer J. S.,Product 7,726,1
Jack S.,Product 6,119,0.8
Jack S.,Product 4,948,0.7
Jack S.,Product 2,1380,0.55
D. Trump,Product 6,23,0.8
Jack S.,Product 7,1437,1
D. Trump,Product 6,1960,0.8
Jack S.,Product 3,26,0.6
Vlad P.,Product 8,294,1.15
Homer J. S.,Product 8,629,1.15
Vlad P.,Product 3,399,0.6
Bart S.,Product 5,1860,0.75
Jack S.,Product 9,1847,2
Homer J. S.,Product 5,1340,0.75
Meliana T.,Product 9,2301,2
John Doo,Product 2,1182,0.55
Homer J. S.,Product 10,2238,5
Bart S.,Product 7,802,1
Homer J. S.,Product 2,850,0.55
D. Trump,Product 7,2021,1
John Doo,Product 9,2114,2
Meliana T.,Product 2,1465,0.55
Homer J. S.,Product 1,678,0.5
Jack S.,Product 5,677,0.75
Vlad P.,Product 7,163,1
John Doo,Product 4,800,0.7
Jack S.,Product 10,305,5
Homer J. S.,Product 2,2345,0.55
Jack S.,Product 9,2003,2
Jack S.,Product 3,1915,0.6
D. Trump,Product 3,1075,0.6
Jack S.,Product 8,860,1.15
John Doo,Product 8,713,1.15
John Doo,Product 2,300,0.55
Winston C,Product 6,1630,0.8
Jack S.,Product 9,290,2
Winston C,Product 1,718,0.5
Bart S.,Product 5,2024,0.75
Winston C,Product 9,2020,2
D. Trump,Product 4,1863,0.7
Meliana T.,Product 9,2086,2
Vlad P.,Product 6,2437,0.8
John Doo,Product 8,2470,1.15
Jack S.,Product 6,1795,0.8
Winston C,Product 10,1378,5
Meliana T.,Product 4,551,0.7
Jack S.,Product 5,112,0.75
Meliana T.,Product 10,1909,5
Meliana T.,Product 3,1815,0.6
Vlad P.,Product 4,2025,0.7
John Doo,Product 7,2212,1
Vlad P.,Product 9,2309,2
Jack S.,Product 4,1682,0.7
Vlad P.,Product 4,1989,0.7
John Doo,Product 3,466,0.6
D. Trump,Product 9,423,2
D. Trump,Product 9,670,2
Meliana T.,Product 5,14,0.75
Homer J. S.,Product 2,2388,0.55
Meliana T.,Product 6,1423,0.8
Homer J. S.,Product 8,1273,1.15
John Doo,Product 6,1218,0.8
Homer J. S.,Product 7,2011,1
Homer J. S.,Product 9,1361,2
Jack S.,Product 8,1295,1.15
Winston C,Product 2,1198,0.55
Winston C,Product 7,1146,1
John Doo,Product 9,2023,2
Jack S.,Product 6,1063,0.8
Meliana T.,Product 7,661,1
Winston C,Product 5,1213,0.75
Bart S.,Product 7,1524,1
D. Trump,Product 6,2011,0.8
John Doo,Product 9,438,2
Jack S.,Product 8,799,1.15
Bart S.,Product 1,58,0.5
John Doo,Product 3,1171,0.6
John Doo,Product 4,1496,0.7
D. Trump,Product 9,2499,2
D. Trump,Product 4,889,0.7
Bart S.,Product 3,1324,0.6
Vlad P.,Product 4,2359,0.7
Bart S.,Product 3,163,0.6
Homer J. S.,Product 1,1798,0.5
Vlad P.,Product 4,1568,0.7
Vlad P.,Product 9,400,2
Jack S.,Product 7,871,1
Vlad P.,Product 2,193,0.55
Jack S.,Product 6,2105,0.8
Bart S.,Product 8,755,1.15
D. Trump,Product 7,1252,1
Vlad P.,Product 7,977,1
Jack S.,Product 7,190,1
John Doo,Product 10,398,5
Winston C,Product 1,1396,0.5
Homer J. S.,Product 2,1038,0.55
Winston C,Product 5,2402,0.75
Homer J. S.,Product 4,1346,0.7
John Doo,Product 1,1593,0.5
Jack S.,Product 7,1626,1
John Doo,Product 3,488,0.6
D. Trump,Product 3,757,0.6
Bart S.,Product 10,1746,5
John Doo,Product 9,990,2
Homer J. S.,Product 4,233,0.7
D. Trump,Product 6,2321,0.8
D. Trump,Product 2,1584,0.55
D. Trump,Product 9,1453,2
Homer J. S.,Product 9,547,2
John Doo,Product 4,1119,0.7
Homer J. S.,Product 4,2425,0.7
Meliana T.,Product 9,66,2
Winston C,Product 4,847,0.7
Winston C,Product 3,1359,0.6
Jack S.,Product 6,1267,0.8
Jack S.,Product 5,36,0.75
Bart S.,Product 9,1640,2
Winston C,Product 4,2445,0.7
D. Trump,Product 7,2443,1
Bart S.,Product 1,1012,0.5
D. Trump,Product 2,578,0.55
Winston C,Product 2,106,0.55
Meliana T.,Product 9,1784,2
D. Trump,Product 7,2144,1
D. Trump,Product 4,220,0.7
Vlad P.,Product 2,2016,0.55
Homer J. S.,Product 3,1292,0.6
D. Trump,Product 2,1208,0.55
Winston C,Product 2,330,0.55
Vlad P.,Product 9,397,2
Homer J. S.,Product 3,188,0.6
John Doo,Product 3,1031,0.6
Bart S.,Product 3,1182,0.6
Meliana T.,Product 8,1077,1.15
Homer J. S.,Product 3,715,0.6
D. Trump,Product 10,747,5
John Doo,Product 9,1693,2
Winston C,Product 10,1670,5
John Doo,Product 2,1387,0.55
Jack S.,Product 6,179,0.8
John Doo,Product 1,2429,0.5
John Doo,Product 2,2324,0.55
Jack S.,Product 10,1269,5
John Doo,Product 4,2041,0.7
Bart S.,Product 4,1065,0.7
D. Trump,Product 10,897,5
Vlad P.,Product 2,148,0.55
John Doo,Product 1,783,0.5
Vlad P.,Product 8,1824,1.15
Homer J. S.,Product 6,507,0.8
Winston C,Product 1,151,0.5
Winston C,Product 4,412,0.7
Homer J. S.,Product 6,1896,0.8
John Doo,Product 5,2307,0.75
John Doo,Product 5,708,0.75
Bart S.,Product 4,2423,0.7
D. Trump,Product 7,1693,1
Vlad P.,Product 3,102,0.6
Homer J. S.,Product 10,1814,5
Homer J. S.,Product 8,82,1.15
Meliana T.,Product 1,2476,0.5
Jack S.,Product 6,1109,0.8
Bart S.,Product 9,678,2
Homer J. S.,Product 6,1420,0.8
John Doo,Product 9,775,2
John Doo,Product 10,1966,5
D. Trump,Product 7,650,1
Bart S.,Product 1,1477,0.5
Homer J. S.,Product 8,1536,1.15
Meliana T.,Product 5,261,0.75
Winston C,Product 4,1779,0.7
Winston C,Product 8,1578,1.15
John Doo,Product 1,1076,0.5
Jack S.,Product 3,545,0.6
Bart S.,Product 7,1452,1
John Doo,Product 10,401,5
D. Trump,Product 1,37,0.5
Jack S.,Product 10,1594,5
Meliana T.,Product 9,163,2
Bart S.,Product 3,1350,0.6
Bart S.,Product 2,1073,0.55
Homer J. S.,Product 9,1158,2
D. Trump,Product 7,519,1
John Doo,Product 2,405,0.55
Bart S.,Product 4,2144,0.7
Meliana T.,Product 6,483,0.8
Meliana T.,Product 2,1367,0.55
D. Trump,Product 4,437,0.7
Vlad P.,Product 1,2044,0.5
John Doo,Product 9,1471,2
Meliana T.,Product 6,730,0.8
Jack S.,Product 1,1866,0.5
John Doo,Product 2,2001,0.55
Winston C,Product 1,1978,0.5
D. Trump,Product 9,2476,2
D. Trump,Product 2,767,0.55
Bart S.,Product 7,1339,1
Meliana T.,Product 9,400,2
Winston C,Product 9,1678,2
Homer J. S.,Product 3,2119,0.6
Homer J. S.,Product 5,2077,0.75
Bart S.,Product 8,988,1.15
Bart S.,Product 4,2258,0.7
Homer J. S.,Product 2,1514,0.55
Meliana T.,Product 1,835,0.5
D. Trump,Product 4,1837,0.7
Vlad P.,Product 1,1643,0.5
Winston C,Product 2,1253,0.55
Winston C,Product 2,2398,0.55
Meliana T.,Product 7,971,1
D. Trump,Product 9,1258,2
Homer J. S.,Product 5,165,0.75
Jack S.,Product 7,1654,1
Vlad P.,Product 6,189,0.8
Bart S.,Product 5,1004,0.75
D. Trump,Product 2,396,0.55
Jack S.,Product 1,1502,0.5
Vlad P.,Product 1,237,0.5
John Doo,Product 9,2318,2
Winston C,Product 1,1119,0.5
Meliana T.,Product 9,1136,2
Bart S.,Product 2,1862,0.55
Bart S.,Product 2,2028,0.55
Jack S.,Product 1,2099,0.5
John Doo,Product 1,883,0.5
D. Trump,Product 6,1353,0.8
Vlad P.,Product 9,552,2
D. Trump,Product 9,2052,2
Jack S.,Product 3,2110,0.6
Bart S.,Product 2,1254,0.55
Vlad P.,Product 10,1025,5
Homer J. S.,Product 10,1489,5
D. Trump,Product 3,2427,0.6
John Doo,Product 7,569,1
D. Trump,Product 10,1778,5
Homer J. S.,Product 1,76,0.5
Bart S.,Product 7,1176,1
John Doo,Product 6,2140,0.8
Jack S.,Product 9,1406,2
Bart S.,Product 5,1357,0.75
Bart S.,Product 6,866,0.8
Homer J. S.,Product 1,1076,0.5
Vlad P.,Product 3,2262,0.6
John Doo,Product 7,1213,1
John Doo,Product 8,1401,1.15
Winston C,Product 2,1315,0.55
Jack S.,Product 7,1615,1
Meliana T.,Product 4,812,0.7
Winston C,Product 10,1757,5
Jack S.,Product 2,243,0.55
Winston C,Product 5,1342,0.75
D. Trump,Product 1,2322,0.5
Meliana T.,Product 6,235,0.8
Homer J. S.,Product 1,5,0.5
Bart S.,Product 3,317,0.6
Winston C,Product 7,402,1
Homer J. S.,Product 2,295,0.55
Jack S.,Product 10,1486,5
Jack S.,Product 1,268,0.5
D. Trump,Product 3,1599,0.6
Winston C,Product 8,2246,1.15
John Doo,Product 6,744,0.8
Jack S.,Product 1,344,0.5
Meliana T.,Product 3,649,0.6
Winston C,Product 7,905,1
Meliana T.,Product 3,341,0.6
Winston C,Product 7,1021,1
John Doo,Product 5,848,0.75
Jack S.,Product 3,125,0.6
Homer J. S.,Product 2,1805,0.55
D. Trump,Product 5,905,0.75
Bart S.,Product 8,817,1.15
Vlad P.,Product 3,1610,0.6
Bart S.,Product 3,2294,0.6
Jack S.,Product 4,166,0.7
Vlad P.,Product 3,1384,0.6
Winston C,Product 7,766,1
D. Trump,Product 2,2336,0.55
Bart S.,Product 4,2354,0.7
Vlad P.,Product 7,706,1
Meliana T.,Product 3,699,0.6
John Doo,Product 4,1358,0.7
Homer J. S.,Product 6,1638,0.8
Jack S.,Product 9,919,2
Jack S.,Product 4,779,0.7
John Doo,Product 1,533,0.5
Winston C,Product 1,1731,0.5
Bart S.,Product 1,1834,0.5
Bart S.,Product 7,288,1
Bart S.,Product 2,508,0.55
Meliana T.,Product 7,2465,1
Vlad P.,Product 7,1045,1
Meliana T.,Product 5,1707,0.75
Meliana T.,Product 3,1823,0.6
John Doo,Product 10,1951,5
John Doo,Product 2,558,0.55
Vlad P.,Product 2,1266,0.55
Bart S.,Product 1,725,0.5
Vlad P.,Product 1,477,0.5
Homer J. S.,Product 3,1328,0.6
Bart S.,Product 5,2260,0.75
Vlad P.,Product 2,2233,0.55
John Doo,Product 3,1315,0.6
Jack S.,Product 8,58,1.15
Winston C,Product 10,1265,5
Homer J. S.,Product 7,734,1
Winston C,Product 9,1701,2
Winston C,Product 2,449,0.55
John Doo,Product 9,441,2
Vlad P.,Product 4,129,0.7
Winston C,Product 8,2379,1.15
Meliana T.,Product 8,1819,1.15
Bart S.,Product 3,2345,0.6
Meliana T.,Product 4,1840,0.7
Bart S.,Product 8,1607,1.15
Meliana T.,Product 6,2419,0.8
Winston C,Product 1,2001,0.5
Winston C,Product 5,1232,0.75
Winston C,Product 6,2072,0.8
John Doo,Product 6,2258,0.8
Bart S.,Product 7,947,1
Bart S.,Product 8,1332,1.15
Jack S.,Product 4,2361,0.7
John Doo,Product 4,1492,0.7
Vlad P.,Product 5,2294,0.75
Winston C,Product 6,907,0.8
D. Trump,Product 10,2228,5
John Doo,Product 10,1690,5
Meliana T.,Product 4,468,0.7
Winston C,Product 1,2490,0.5
D. Trump,Product 1,1900,0.5
Winston C,Product 10,536,5
Winston C,Product 9,1879,2
Homer J. S.,Product 10,193,5
Vlad P.,Product 6,1122,0.8
Vlad P.,Product 3,153,0.6
Bart S.,Product 4,1060,0.7
Winston C,Product 4,286,0.7
Meliana T.,Product 4,1971,0.7
Bart S.,Product 5,1499,0.75
Jack S.,Product 7,605,1
Homer J. S.,Product 4,1754,0.7
Jack S.,Product 8,677,1.15
Vlad P.,Product 7,1976,1
Bart S.,Product 3,1412,0.6
Homer J. S.,Product 10,701,5
D. Trump,Product 2,210,0.55
Bart S.,Product 6,1008,0.8
Homer J. S.,Product 1,202,0.5
Winston C,Product 10,691,5
Vlad P.,Product 10,1833,5
Bart S.,Product 2,1335,0.55
Jack S.,Product 6,1261,0.8
John Doo,Product 5,1457,0.75
Homer J. S.,Product 5,58,0.75
Winston C,Product 9,1855,2
D. Trump,Product 8,851,1.15
Bart S.,Product 3,17,0.6
Meliana T.,Product 1,263,0.5
John Doo,Product 3,2140,0.6
Jack S.,Product 2,1407,0.55
Vlad P.,Product 10,2044,5
Bart S.,Product 2,711,0.55
Homer J. S.,Product 5,557,0.75
D. Trump,Product 10,960,5
Vlad P.,Product 9,693,2
Vlad P.,Product 7,2466,1
D. Trump,Product 1,115,0.5
Meliana T.,Product 7,644,1
Homer J. S.,Product 2,1028,0.55
Homer J. S.,Product 3,1091,0.6
Homer J. S.,Product 3,2037,0.6
John Doo,Product 5,1304,0.75
Homer J. S.,Product 2,1526,0.55
Winston C,Product 1,1201,0.5
Meliana T.,Product 10,1568,5
Vlad P.,Product 5,1200,0.75
D. Trump,Product 7,225,1
Meliana T.,Product 5,2390,0.75
Homer J. S.,Product 4,1429,0.7
John Doo,Product 7,1540,1
Bart S.,Product 1,248,0.5
Bart S.,Product 9,1776,2
Jack S.,Product 10,1809,5
Vlad P.,Product 8,1663,1.15
Bart S.,Product 7,1004,1
Homer J. S.,Product 2,2266,0.55
John Doo,Product 3,1986,0.6
Meliana T.,Product 8,1998,1.15
Jack S.,Product 6,1414,0.8
D. Trump,Product 4,1991,0.7
Bart S.,Product 4,2159,0.7
John Doo,Product 6,2427,0.8
Winston C,Product 10,42,5
Jack S.,Product 4,1768,0.7
Bart S.,Product 9,274,2
Jack S.,Product 10,604,5
Jack S.,Product 9,1916,2
Winston C,Product 10,760,5
Vlad P.,Product 2,860,0.55
John Doo,Product 1,2432,0.5
Vlad P.,Product 6,1110,0.8
Bart S.,Product 1,2121,0.5
Bart S.,Product 10,1135,5
Winston C,Product 7,2308,1
Winston C,Product 8,1674,1.15
D. Trump,Product 9,578,2
Bart S.,Product 5,2027,0.75
Homer J. S.,Product 5,353,0.75
Homer J. S.,Product 2,1987,0.55
Homer J. S.,Product 6,2005,0.8
D. Trump,Product 4,459,0.7
Homer J. S.,Product 5,2120,0.75
Homer J. S.,Product 1,804,0.5
Vlad P.,Product 9,2476,2
Winston C,Product 2,1310,0.55
Vlad P.,Product 1,649,0.5
Winston C,Product 3,1418,0.6
John Doo,Product 9,1007,2
Meliana T.,Product 5,2056,0.75
Vlad P.,Product 6,2152,0.8
Meliana T.,Product 8,853,1.15
Winston C,Product 4,863,0.7
Vlad P.,Product 7,1063,1
Homer J. S.,Product 2,1167,0.55
Meliana T.,Product 1,2113,0.5
Bart S.,Product 6,1493,0.8
Vlad P.,Product 4,345,0.7
D. Trump,Product 1,1891,0.5
Winston C,Product 3,1120,0.6
Jack S.,Product 7,1413,1
Jack S.,Product 8,108,1.15
Jack S.,Product 4,1006,0.7
John Doo,Product 6,1500,0.8
Jack S.,Product 2,2010,0.55
D. Trump,Product 6,803,0.8
Vlad P.,Product 3,1832,0.6
Winston C,Product 8,254,1.15
Homer J. S.,Product 5,2092,0.75
Homer J. S.,Product 10,1144,5
Winston C,Product 1,1758,0.5
Jack S.,Product 9,2014,2
Winston C,Product 3,318,0.6
Vlad P.,Product 6,2301,0.8
Homer J. S.,Product 2,2411,0.55
Winston C,Product 3,1720,0.6
Bart S.,Product 5,1448,0.75
D. Trump,Product 4,313,0.7
D. Trump,Product 1,142,0.5
Homer J. S.,Product 2,1972,0.55
D. Trump,Product 9,438,2
John Doo,Product 3,1675,0.6
Bart S.,Product 8,1488,1.15
Homer J. S.,Product 1,298,0.5
Vlad P.,Product 3,1226,0.6
Jack S.,Product 2,503,0.55
D. Trump,Product 4,1184,0.7
John Doo,Product 9,198,2
Winston C,Product 6,2076,0.8
Jack S.,Product 10,651,5
Vlad P.,Product 10,1190,5
Meliana T.,Product 2,51,0.55
Meliana T.,Product 10,876,5
D. Trump,Product 8,588,1.15
D. Trump,Product 7,1654,1
